Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 50388","Specimen/Lot","Eunicea (Eunicea) palmeri Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea (Eunicea) palmeri Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","Paratype","Bayer. 1961. Stud Fauna Curacao Other Caribb Isl. 55 129-132, fig. 30(a-j), pl. 1, fig. 4, pl. 2, fig. 4.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Alcohol (Ethanol); Dry","","Bayer, F. M.","10 Apr 1948","","North Atlantic Ocean","","","United States","Florida","","","Biscayne Bay, Soldier Key","","","","","","","","","1","","","","","","178792","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/361d18a54-5119-44a5-b7c3-cfc95f938768"
"USNM 50679","Specimen/Lot","Eunicea (Eunicea) palmeri Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea (Eunicea) palmeri Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","Paratype","Bayer. 1961. Stud Fauna Curacao Other Caribb Isl. 55 129-132, fig. 30(a-j), pl. 1, fig. 4, pl. 2, fig. 4.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","386-00","Palmer, E.","1884","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Key West, South Of","","","","","","","","","","","","","","","","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3dca6e9dd-a0f5-48b1-b95e-a3abbd812785"
"USNM 50690","Specimen/Lot","Eunicea (Eunicea) palmeri Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea (Eunicea) palmeri Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea palmeri Bayer, 1961","Paratype","Bayer. 1961. Stud Fauna Curacao Other Caribb Isl. 55 129-132, fig. 30(a-j), pl. 1, fig. 4, pl. 2, fig. 4.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Benedict, J. E.","1901","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Carysfort Reef","","","","","","","","","","","","","","","","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3cbd21938-1bd3-4312-8895-84ff89f6e9b0"
"USNM 50760","Specimen/Lot","Eunicea (Eunicea) palmeri Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","2008","Eunicea (Eunicea) palmeri Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea palmeri Bayer, 1961","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",6,"","Dry","NOT REC.","Benedict, J. E.","1901","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Ragged Keys, Caesar's Creek","","","","","","","","","","","","","","","000000","","","","","","","","","07 Aug 2013 14:06:00","http://n2t.net/ark:/65665/321502de3-2346-4ee9-9d3e-bb7669cf7eca"
"USNM 1183001","Specimen/Lot","Eunicea (Eunicea) palmeri Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea (Eunicea) palmeri Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",4,"","Dry","","","","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Soldier Key","","","","","","","","","","","","","","","235519","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3151e337a-69cc-4430-8a14-d30a22d8c896"
"USNM 1450965","Specimen/Lot","Eunicea (Euniceopsis) cf. fusca Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Botero, Leonor, (COLOMBIA)","1984","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Botero, L.","1984","","North Atlantic Ocean","","","Colombia","","","","Santa Marta, near","","","","","","","","","6","","","","3","","359523","","","","","","","","","11 Mar 2019 18:36:00","http://n2t.net/ark:/65665/3949c66c7-b174-4d98-a1e2-c18e2775b9a8"
"USNM 50076","Specimen/Lot","Eunicea (Euniceopsis) clavigera Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea (Euniceopsis) clavigera Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","Paratype","Bayer. 1961. Stud Fauna Curacao Other Caribb Isl. 55 147-150, fig. 39,40, pl. 4, fig. 3.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","23 Jul 1951","","North Atlantic Ocean","","","Bermuda","","","","North Rocks","","","","","","","","","","","","","","","202894","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/36df68bcd-f9fb-4422-8671-9ff6036e60a5"
"USNM 1125143","Specimen/Lot","Eunicea (Euniceopsis) clavigera Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1969","Eunicea (Euniceopsis) clavigera Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","Aug 1964","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Veracruz","","","Western side (lado occidental) of Arrecife La Blanquilla","","","","","","","","","","","","","","","322031","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3c6ac63d8-6d55-4cf4-a1ed-c9440b1f96e8"
"USNM 1195870","Specimen/Lot","Eunicea (Euniceopsis) clavigera Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea (Euniceopsis) clavigera Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Kinzie, R.","13 Aug 1968","","North Atlantic Ocean","Caribbean Sea","Discovery Bay","Jamaica","","","","Discovery Bay, Rio Bueno, Off Cricket Pitch","","","","","","","","","30","","","This fits descriptionbut the clubs are a little different and very cuniform","","","332031","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/342426cc5-75e3-4e60-b851-81658617ee01"
"USNM 100242","Specimen/Lot","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Ramirez, A.","16 Oct 1964","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Veracruz","","","La Blanquilla Reef, West Side Between Both Lights","","","","","","","","","14","","","","","","295887","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3c2f2ffdf-1b99-41d0-91ec-c8c5db3b0d90"
"USNM 1007371","Specimen/Lot","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","12 Jul 2000","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","Voucher","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","DRY","120","Sanchez, J. A.","12 Jul 2000","","North Atlantic Ocean","","","Bahamas","","","","Exuma Cays, White Horse","","","","","","","","","20","","","","","","2027490","","","","","","","","","22 Jan 2025 19:02:00","http://n2t.net/ark:/65665/390c5ef58-c8f5-475e-85ed-0e3f97145829"
"USNM 1125145","Specimen/Lot","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1969","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","Aug 1964","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Veracruz","","","Western side (lado occidental) of Arrecife La Blanquilla","","","","","","","","","","","","","","","322031","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3cdf33e09-0894-45a0-8ef2-927b48dfb554"
"USNM 1125146","Specimen/Lot","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1969","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","Aug 1964","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Veracruz","","","Western side (lado occidental) of Arrecife La Blanquilla","","","","","","","","","","","","","","","322031","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/37a79a1d3-29b5-412d-a5db-d0f82b1ad150"
"USNM 1241903","Specimen/Lot","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","11 Aug 1960","Eunicea (Euniceopsis) fusca Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Port Royal, reefs south of","","","","","","","","","","","","accession 231669","","","231669","","","","","","","","","30 Jun 2014 15:07:00","http://n2t.net/ark:/65665/35d070722-af3d-48af-9225-c0e6c21c3311"
"USNM 50692","Specimen/Lot","Eunicea (Euniceopsis) knighti Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","","Eunicea (Euniceopsis) knighti Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea knighti Bayer, 1961","Paratype","Bayer. 1961. Stud Fauna Curacao Other Caribb Isl. 55 150-154, fig. 41,42, pl. 3, fig. 5,7.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Hemphill, H.","Jan 1884","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Tampa Bay, Between Johns Pass And Pass-A-Grille",27.7422,-82.7363,"","","","","","","","","","","","","014005","","","","","","","","","17 Oct 2013 16:05:00","http://n2t.net/ark:/65665/387882fc6-0796-48fd-850e-38f931ee17d1"
"USNM 50759","Specimen/Lot","Eunicea (Euniceopsis) knighti Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","","Eunicea (Euniceopsis) knighti Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea knighti Bayer, 1961","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","1925","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Dry Tortugas",24.67,-81.58,"","","","","","","","","","","","","000000","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/302d5375a-7a69-49e0-86df-b5844282893f"
"USNM 97742","Specimen/Lot","Eunicea (Euniceopsis) knighti Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","","Eunicea (Euniceopsis) knighti Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea sp.","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Sanchez; Ramirez","17 Sep 1992","Scuba","North Atlantic Ocean","Caribbean Sea","","Colombia","","","","Rosario Islands, Tesoro Island","","","","","","","","Outer fore reef/fore reef slope","25","","","","","","406063","","","","","","","","","20 Oct 2014 14:02:00","http://n2t.net/ark:/65665/3619f05d3-6fbf-4402-8622-36abd4796535"
"USNM 97745","Specimen/Lot","Eunicea (Euniceopsis) knighti Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","","Eunicea (Euniceopsis) knighti Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea sp.","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Sanchez, J. A.","16 Sep 1992","Scuba","North Atlantic Ocean","Caribbean Sea","","Colombia","","","","Rosario Islands, Tesoro Island","","","","","","","","Outer fore reef/fore reef slope","20","","","","","","406063","","","","","","","","","20 Oct 2014 14:02:00","http://n2t.net/ark:/65665/38e9df25e-82ca-46d0-9835-8880abec380c"
"USNM 97746","Specimen/Lot","Eunicea (Euniceopsis) knighti Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","","Eunicea (Euniceopsis) knighti Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea sp.","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","","1 ca.","","Dry","","Sanchez, J. A.","17 Sep 1992","Scuba","North Atlantic Ocean","Caribbean Sea","","Colombia","","","","Rosario Islands, Tesoro Island","","","","","","","","Outer fore reef/fore reef slope","22","","","","","","406063","","","","","","","","","20 Oct 2014 14:02:00","http://n2t.net/ark:/65665/36f23d191-eadf-485f-8c1e-8d8b596877ad"
"USNM 1007357","Specimen/Lot","Eunicea (Euniceopsis) knighti Bayer, 1961","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","7 Mar 2001","Eunicea (Euniceopsis) knighti Bayer, 1961 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","Voucher","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","DRY","145","Sanchez, J. A.","7 Mar 2001","","North Atlantic Ocean","","","Bahamas","","","","Cat Island, South side of island","","","","","","","","","15","","","","","","2027490","","","","","","","","","22 Jan 2025 19:02:00","http://n2t.net/ark:/65665/309558214-edea-4a26-960b-d445765b654c"
"USNM 80835","Specimen/Lot","Eunicea (Euniceopsis) sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Dec 1987","Eunicea (Euniceopsis) sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",5,"","Dry","F-87-32","Fenical, W. H.","30 Aug 1987","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys","","","","","","","","","6","","","","","","377452","","","","","","","","","20 Oct 2014 12:24:00","http://n2t.net/ark:/65665/35aece05b-59a0-47c1-97f9-759531b94782"
"USNM 85463","Specimen/Lot","Eunicea (Euniceopsis) sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Wheaton, J.","Apr 1984","Eunicea (Euniceopsis) sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","1 ca.","","Dry","52","Continental Shelf Associates for BLM/ MMS","3 Jun 1983","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Cape Sable, West Of",25.2967,-81.6633,"","SOFLA","","III","","","14","","","","3/III-52-OTH","","345592","","","","","","","","","28 Jun 2019 18:37:00","http://n2t.net/ark:/65665/30f1f4c3b-e682-4518-adc8-36929e27aa42"
"USNM 85595","Specimen/Lot","Eunicea (Euniceopsis) sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Wheaton, J.","Apr 1984","Eunicea (Euniceopsis) sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","1 ca.","","Dry","44","Continental Shelf Associates for BLM/ MMS","5 Dec 1982","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Sanibel Island, SW Of",26.2978,-82.2103,"","SOFLA","","II","","","13","","","","3/II-44-Q","","345592","","","","","","","","","28 Jun 2019 18:37:00","http://n2t.net/ark:/65665/323ec01ad-a507-43ae-9221-2b645646e278"
"USNM 1125293","Specimen/Lot","Eunicea (Euniceopsis) sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Szmant, A.","1973","Eunicea (Euniceopsis) sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Szmant, A.","1972","","North Atlantic Ocean","Caribbean Sea","","Puerto Rico","","","","Cabo Mala Pascua","","","","","","","","","24","","","","","","322031","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3058f6427-0e70-4637-a498-03f1e34e9cad"
"USNM 1230762","Specimen/Lot","Eunicea (Euniceopsis) sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea (Euniceopsis) sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","1249","","13 Jul 1970","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Pedro Bank",17.3867,-78.645,"","","Pillsbury R/V","7006","","","26","","","","P1249","","","","","","","","","","","20 Mar 2014 15:39:00","http://n2t.net/ark:/65665/3b0507ac8-06c4-4410-a562-f3d34bcc29c8"
"USNM 1236178","Specimen/Lot","Eunicea (Euniceopsis) sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea (Euniceopsis) sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","UNK124","Kinzie, R. A.","","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay","","","","","","","","","","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/37a7ef68a-f4f7-42aa-b0df-cd46fe2bbc78"
"USNM 14366","Specimen/Lot","Eunicea (Euniceopsis) tourneforti Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea (Euniceopsis) tourneforti Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","2655","United States Fish Commission","2 May 1886","Trawl - Large Beam","North Atlantic Ocean","","","Bahamas","","","","Little Bahama Bank, Grand Cay, North of",27.3667,-78.125,"","","Albatross R/V","","","","618","","","","USFC/A2655","","","","","","","","","","","31 Jan 2018 19:12:00","http://n2t.net/ark:/65665/3f4872deb-abbd-4cf7-844c-f0c41b5d1293"
"USNM 3102","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",0,"","Dry","","","","","North Atlantic Ocean","","","United States","Florida","","","","","","","","","","","","","","","","","","000000","","","","","","","","","24 Feb 2025 18:39:00","http://n2t.net/ark:/65665/3a2e4fbed-c671-4744-ad2d-bb957afc34e9"
"USNM 50751","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",9,"","Dry","NOT REC.","Benedict, J. E.","1901","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Ragged Keys, Caesar's Creek","","","","","","","","","","","","","","","000000","","","","","","","","","07 Aug 2013 14:06:00","http://n2t.net/ark:/65665/3d957ebca-1606-4ab1-af16-e0f99322dec6"
"USNM 50753","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",9,"","Dry","","Hemphill, H.","Jan 1884","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Tampa Bay, Between Johns Pass And Pass-A-Grille",27.7422,-82.7363,"","","","","","","","","","","","","014005","","","","","","","","","17 Oct 2013 15:59:00","http://n2t.net/ark:/65665/31fb5badf-29fb-4414-84ac-635d1dec03ec"
"USNM 51733","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1960","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","Hypotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","10 Oct 1960","","North Atlantic Ocean","","","United States","Florida","","","Miami, Biscayne Bay, Soldier Key","","","","","","","","","","","","","","","231965","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/356cdeec0-6c22-43ed-80dc-a55a8981c7ac"
"USNM 51734","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1960","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","Hypotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","10 Oct 1960","","North Atlantic Ocean","","","United States","Florida","","","Miami, Biscayne Bay, Soldier Key","","","","","","","","","","","","","","","231965","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/399c26bbd-bf28-4806-98f9-bb576de45004"
"USNM 51864","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1960","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","10 Oct 1960","","North Atlantic Ocean","","","United States","Florida","","","Miami, Biscayne Bay, Soldier Key","","","","","","","","","","","","","","","231965","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3267019ae-7f6d-4591-a3a4-37bc91b43882"
"USNM 81330","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Dec 1987","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",5,"","Dry","","Tunnell; Nelson","7 Oct 1987","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Veracruz","","","Eumedio Island, 1 Km W Of Lighthouse","","","","","","","","","","","","","","","377462","","","","","","","","","20 Oct 2014 12:27:00","http://n2t.net/ark:/65665/3d625b43e-e594-45d5-b2e6-926c49fbb465"
