Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 87094","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","1 ca.","","Dry","55","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","25 Mar 1985","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, East Of",24.6028,-82.6994,"","SOFLA","Suncoaster R/V","VI","","","27","","","","5/VI-55-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/33766e4e4-3b17-450a-96c2-af5afb31fe20"
"USNM 87095","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","2 ca.","","Dry","55","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","14 Sep 1985","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, East Of",24.6028,-82.6994,"","SOFLA","Suncoaster R/V","VIII","","","27","","","","5/VIII-55-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/3d41a8787-9ae5-42a5-9524-9d43e431411c"
"USNM 87096","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","2 ca.","","Dry","52","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","12 May 1984","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Cape Sable, West Of",25.2922,-81.6636,"","SOFLA","Suncoaster R/V","III","","","13","","","","4/III-52-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/3df30a1a6-1c4d-40e9-9af5-625127555bd7"
"USNM 87097","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","3 ca.","","Dry","52","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","2 Mar 1984","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Cape Sable, West Of",25.2922,-81.6636,"","SOFLA","Suncoaster R/V","II","","","13","","","","4/II-52-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/34e5b7eb1-64e1-44d7-9ccc-23f55563d7a2"
"USNM 87098","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA",1,"","Dry","52","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","16 Aug 1984","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Cape Sable, West Of",25.2922,-81.6636,"","SOFLA","Suncoaster R/V","IV","","","13","","","","4/IV-52-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/3fc68adc2-6888-4eec-9af5-b042d79f4fb8"
"USNM 87099","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","2 ca.","","Dry","47","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","8 Dec 1983","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Marco Island, SW Of",25.7639,-82.1017,"","SOFLA","Suncoaster R/V","I","","","20","","","","4/I-47-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/339b16335-f81e-4231-b36c-61cfcf1d1f08"
"USNM 87100","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","1 ca.","","Dry","45","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","10 May 1984","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Naples, SW Of",26.0506,-82.1417,"","SOFLA","Suncoaster R/V","III","","","16","","","","4/III-45-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/331c5c74e-7ed6-4ae7-a694-dcd08166f14f"
"USNM 87101","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","2 ca.","","Dry","45","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","7 Dec 1983","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Naples, SW Of",26.0506,-82.1417,"","SOFLA","Suncoaster R/V","I","","","16","","","","4/I-45-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/34092144f-bf9b-4b42-881e-f9b9d34d77ee"
"USNM 87102","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA",1,"","Dry","44","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","6 Dec 1983","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Sanibel Island, SW Of",26.2953,-82.2111,"","SOFLA","Suncoaster R/V","I","","","13","","","","4/I-44-TDS","","345592","","","","","","","","","28 Jun 2019 18:39:00","http://n2t.net/ark:/65665/3fb853654-c68b-4ab2-837f-8fd963430732"
"USNM 1017623","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","DRY; Slide","","","7 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Man-O-War Bay","Trinidad and Tobago","","","","Tobago, Booby Island","","","","","","","","","18","","","","T69","","2027480","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3cad69222-5810-44cb-b50f-4420f3a2a36a"
"USNM 1018049","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","DRY","","Sanchez, J.; Acosta, A.","7 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Man-O-War Bay","Trinidad and Tobago","","","","Tobago, Pirates Cove","","","","","","","","","7 to 10","","","","T2","","2027480","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3e1f5dc3d-8a2d-4fd7-8596-2c403471238f"
"USNM 1018411","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","DRY; Slide","","Sanchez, J.; Acosta, A.","11 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Man-O-War Bay","Trinidad and Tobago","","","","Tobago, southwestern part of Bay","","","","","","","","","12","","","","T88","","2027480","","","","","","","","","21 May 2019 15:48:00","http://n2t.net/ark:/65665/381c95fd0-9371-4899-86a5-2aa7f2b67114"
"USNM 1237809","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","27 Jan 1967","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Caribbean Sea","","St. Vincent and the Grenadines","","","","","","","","","","","","","","","","","","collection number : 06","","","","","","","","","","08 Apr 2014 19:57:00","http://n2t.net/ark:/65665/3bf1b789b-edbe-401d-b414-19b9f0c9a31c"
"USNM 1250009","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Ciresko, L.","20 Dec 1961 (12-20-61)","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Soldier Key","","","","","","","","","","","","","","collector number : #5LC","","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/372ffce9d-96dd-4a1a-8684-41a1f14afaa0"
"USNM 1740339","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","McFadden, Catherine S., Harvey Mudd College (UNITED STATES)","2024","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Coffroth, M. A.; McFadden, C. S.","30 May 2019","","North Atlantic Ocean","","","United States","Florida","","","Stag Party East, east of Tennessee Reef, outer Hawk's Channel patch reefs, Middle Keys, Florida Keys",24.7783,-80.7359,"","","","","","","5","","","Collection of material funded by NSF OCE-1756381 to H. Lasker and P. Edmunds.","","field number : FLK006","2095496","","","","","","","","","03 Dec 2024 21:10:00","http://n2t.net/ark:/65665/31a732b6d-6ef3-44c3-9b10-2206786f55aa"
"USNM 1740344","Specimen/Lot","Eunicea asperula Milne Edwards & Haime, 1857","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","McFadden, Catherine S., Harvey Mudd College (UNITED STATES)","2024","Eunicea asperula Milne Edwards & Haime, 1857 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Coffroth, M. A.; McFadden, C. S.","30 May 2019","","North Atlantic Ocean","","","United States","Florida","","","Stag Party East, east of Tennessee Reef, outer Hawk's Channel patch reefs, Middle Keys, Florida Keys",24.7783,-80.7359,"","","","","","","5","","","Collection of material funded by NSF OCE-1756381 to H. Lasker and P. Edmunds.","","field number : FLK011","2095496","","","","","","","","","03 Dec 2024 21:10:00","http://n2t.net/ark:/65665/3876c1fca-5314-4c1d-bfd1-414ef43063f2"
"USNM 14389","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","2655","United States Fish Commission","2 May 1886","Trawl - Large Beam","North Atlantic Ocean","","","Bahamas","","","","Little Bahama Bank, Grand Cay, North of",27.3667,-78.125,"","","Albatross R/V","","","","618","","","","USFC/A2655","","000000","","","","","","","","","31 Jan 2018 19:12:00","http://n2t.net/ark:/65665/3612307df-0088-4ae5-8ef7-d515b3b96f99"
"USNM 42138","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","NOT REC.","United States Fish Commission","1898","","North Atlantic Ocean","Caribbean Sea","","Puerto Rico","","","","Playa De Ponce Reef","","","","Puerto Rico Expedition 1898-1899","Fish Hawk R/V","","","","","","","","","","161795","","","","","","","","","11 Mar 2019 18:32:00","http://n2t.net/ark:/65665/331440fcc-8ad4-4fee-91ff-eaddb967a1b8"
"USNM 50079","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","2008","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea calyculata calyculata (Ellis & Solander, 1786)","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Deichmann, E.","1951","","North Atlantic Ocean","","","Bermuda","","","","",32.33,-64.75,"","","","","","","","","","","","","202894","","","","","","","","","21 Feb 2024 18:05:00","http://n2t.net/ark:/65665/369e2003f-5ad3-4244-a8c1-b6e480051f2f"
"USNM 51447","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry:found dried out due to wrong lid","2231B","Bonet, F.","18 May 1955","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Yucatan","","","Campeche Bank, Alacran Reef, Perez Island, 22 23 34n 089 41 34w",22.3928,-89.6928,"","","","","","","15","","","","","","228121","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/31abff4b3-4df0-4fe6-9297-e473ee0259e5"
"USNM 51740","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1960","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","Hypotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","10 Oct 1960","","North Atlantic Ocean","","","United States","Florida","","","Miami, Biscayne Bay, Soldier Key","","","","","","","","","","","","","","","231965","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/309944774-b9f4-4277-9df7-65e5922ac537"
"USNM 51741","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","2008","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea calyculata calyculata (Ellis & Solander, 1786)","","","Hypotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","10 Oct 1960","","North Atlantic Ocean","","","United States","Florida","","","Miami, Biscayne Bay, Soldier Key","","","","","","","","","","","","","","","231965","","","","","","","","","21 Feb 2024 18:05:00","http://n2t.net/ark:/65665/30429a8a3-8d47-46a3-b054-6a884ea7a4bb"
"USNM 51977","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","14","Tucker, T.","25 Aug 1960","","North Atlantic Ocean","","","Bermuda","","","","St. George's Island, Fort St. Catherine","","","","","","","","","6 to 9","","","","","","232609","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3110aa86c-d42e-4e44-b722-cb9f799a7d70"
"USNM 51978","Specimen/Lot","Eunicea calyculata (Ellis & Solander, 1786)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea calyculata (Ellis & Solander, 1786) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","14","Tucker, T.","25 Aug 1960","","North Atlantic Ocean","","","Bermuda","","","","St. George's Island, Fort St. Catherine","","","","","","","","","6 to 9","","","","","","232609","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3c6d3718c-16e3-46b7-9e0e-906998782810"
