,id,type,DEG_tp2_tp4,GO_id
8285,FUN_000518,gene,no,GO:0007568
8286,FUN_000518,gene,no,GO:0008340
8287,FUN_000518,gene,no,GO:0020037
8288,FUN_000518,gene,no,GO:0034976
8289,FUN_000518,gene,no,GO:0035206
8290,FUN_000518,gene,no,GO:0036335
8291,FUN_000518,gene,no,GO:0038001
8292,FUN_000518,gene,no,GO:0042542
8293,FUN_000518,gene,no,GO:0042744
8294,FUN_000518,gene,no,GO:0046872
8295,FUN_000518,gene,no,GO:0048167
8296,FUN_000518,gene,no,GO:0072593
8297,FUN_000960,gene,no,GO:0003723
8298,FUN_000960,gene,no,GO:0003994
8299,FUN_000960,gene,no,GO:0005737
8300,FUN_000960,gene,no,GO:0005739
8301,FUN_000960,gene,no,GO:0005783
8302,FUN_000960,gene,no,GO:0005794
8303,FUN_000960,gene,no,GO:0005829
8304,FUN_000960,gene,no,GO:0006099
8305,FUN_000960,gene,no,GO:0006101
8306,FUN_000960,gene,no,GO:0006417
8307,FUN_000960,gene,no,GO:0006879
8308,FUN_000960,gene,no,GO:0009791
8309,FUN_000960,gene,no,GO:0010040
8310,FUN_000960,gene,no,GO:0010468
8311,FUN_000960,gene,no,GO:0030350
8312,FUN_000960,gene,no,GO:0043231
8313,FUN_000960,gene,no,GO:0046872
8314,FUN_000960,gene,no,GO:0047780
8315,FUN_000960,gene,no,GO:0048027
8316,FUN_000960,gene,no,GO:0050892
8317,FUN_000960,gene,no,GO:0051536
8318,FUN_000960,gene,no,GO:0051538
8319,FUN_000960,gene,no,GO:0051539
8320,FUN_000270,gene,no,GO:0005347
8321,FUN_000270,gene,no,GO:0005739
8322,FUN_000270,gene,no,GO:0005743
8323,FUN_000270,gene,no,GO:0015217
8324,FUN_000270,gene,no,GO:0015228
8325,FUN_000270,gene,no,GO:0015866
8326,FUN_000270,gene,no,GO:0015867
8327,FUN_000270,gene,no,GO:0035349
8328,FUN_000270,gene,no,GO:0043262
8329,FUN_000270,gene,no,GO:0080121
8330,FUN_000270,gene,no,GO:0080122
8331,FUN_001185,gene,no,GO:0003676
8332,FUN_001185,gene,no,GO:0003887
8333,FUN_001185,gene,no,GO:0003964
8334,FUN_001185,gene,no,GO:0004190
8335,FUN_001185,gene,no,GO:0004519
8336,FUN_001185,gene,no,GO:0006508
8337,FUN_001185,gene,no,GO:0015074
8338,FUN_001185,gene,no,GO:0042575
8339,FUN_001225,gene,no,GO:0001666
8340,FUN_001225,gene,no,GO:0001921
8341,FUN_001225,gene,no,GO:0004175
8342,FUN_001225,gene,no,GO:0004222
8343,FUN_001225,gene,no,GO:0005768
8344,FUN_001225,gene,no,GO:0005769
8345,FUN_001225,gene,no,GO:0005886
8346,FUN_001225,gene,no,GO:0006915
8347,FUN_001225,gene,no,GO:0007507
8348,FUN_001225,gene,no,GO:0008217
8349,FUN_001225,gene,no,GO:0008270
8350,FUN_001225,gene,no,GO:0009410
8351,FUN_001225,gene,no,GO:0009897
8352,FUN_001225,gene,no,GO:0010467
8353,FUN_001225,gene,no,GO:0010613
8354,FUN_001225,gene,no,GO:0010814
8355,FUN_001225,gene,no,GO:0010815
8356,FUN_001225,gene,no,GO:0010816
8357,FUN_001225,gene,no,GO:0016020
8358,FUN_001225,gene,no,GO:0016485
8359,FUN_001225,gene,no,GO:0016486
8360,FUN_001225,gene,no,GO:0030141
8361,FUN_001225,gene,no,GO:0031175
8362,FUN_001225,gene,no,GO:0031410
8363,FUN_001225,gene,no,GO:0031982
8364,FUN_001225,gene,no,GO:0033093
8365,FUN_001225,gene,no,GO:0034959
8366,FUN_001225,gene,no,GO:0035050
8367,FUN_001225,gene,no,GO:0035994
8368,FUN_001225,gene,no,GO:0042447
8369,FUN_001225,gene,no,GO:0042733
8370,FUN_001225,gene,no,GO:0042802
8371,FUN_001225,gene,no,GO:0042803
8372,FUN_001225,gene,no,GO:0043583
8373,FUN_001225,gene,no,GO:0043950
8374,FUN_001225,gene,no,GO:0045745
8375,FUN_001225,gene,no,GO:0046686
8376,FUN_001225,gene,no,GO:0048471
8377,FUN_001225,gene,no,GO:0060037
8378,FUN_001225,gene,no,GO:0060385
8379,FUN_001225,gene,no,GO:0070372
8380,FUN_001225,gene,no,GO:0097492
8381,FUN_001225,gene,no,GO:0097746
8382,FUN_001225,gene,no,GO:1902287
8383,FUN_003585,gene,no,GO:0003964
8384,FUN_003585,gene,no,GO:0006313
8385,FUN_004423,gene,no,GO:0000122
8386,FUN_004423,gene,no,GO:0000786
8387,FUN_004423,gene,no,GO:0000812
8388,FUN_004423,gene,no,GO:0003714
8389,FUN_004423,gene,no,GO:0005634
8390,FUN_004423,gene,no,GO:0005654
8391,FUN_004423,gene,no,GO:0005657
8392,FUN_004423,gene,no,GO:0005737
8393,FUN_004423,gene,no,GO:0005829
8394,FUN_004423,gene,no,GO:0006281
8395,FUN_004423,gene,no,GO:0006306
8396,FUN_004423,gene,no,GO:0006338
8397,FUN_004423,gene,no,GO:0006355
8398,FUN_004423,gene,no,GO:0016573
8399,FUN_004423,gene,no,GO:0035267
8400,FUN_004423,gene,no,GO:0042307
8401,FUN_004423,gene,no,GO:0042981
8402,FUN_004423,gene,no,GO:0043967
8403,FUN_004423,gene,no,GO:0043968
8404,FUN_004423,gene,no,GO:0045471
8405,FUN_004423,gene,no,GO:0045892
8406,FUN_004423,gene,no,GO:0045893
8407,FUN_004423,gene,no,GO:0051726
8408,FUN_004423,gene,no,GO:0061629
8409,FUN_004423,gene,no,GO:1905168
8410,FUN_004423,gene,no,GO:2000779
8411,FUN_004833,gene,no,GO:0001917
8412,FUN_004833,gene,no,GO:0001965
8413,FUN_004833,gene,no,GO:0004930
8414,FUN_004833,gene,no,GO:0005737
8415,FUN_004833,gene,no,GO:0007166
8416,FUN_004833,gene,no,GO:0007194
8417,FUN_004833,gene,no,GO:0007601
8418,FUN_004833,gene,no,GO:0007605
8419,FUN_004833,gene,no,GO:0010739
8420,FUN_004833,gene,no,GO:0010855
8421,FUN_004833,gene,no,GO:0016787
8422,FUN_004833,gene,no,GO:0031647
8423,FUN_004833,gene,no,GO:0032420
8424,FUN_004833,gene,no,GO:0042462
8425,FUN_004833,gene,no,GO:0060171
8426,FUN_004833,gene,no,GO:0071277
8427,FUN_004833,gene,no,GO:0090037
8428,FUN_004833,gene,no,GO:0097264
8429,FUN_005075,gene,no,GO:0008218
8430,FUN_005080,gene,no,GO:0008218
8431,FUN_005090,gene,no,GO:0003964
8432,FUN_005090,gene,no,GO:0046872
8433,FUN_005177,gene,no,GO:0005085
8434,FUN_005177,gene,no,GO:0005794
8435,FUN_005177,gene,no,GO:0005829
8436,FUN_005177,gene,no,GO:0005886
8437,FUN_005177,gene,no,GO:0015031
8438,FUN_005177,gene,no,GO:0030659
8439,FUN_005177,gene,no,GO:0030904
8440,FUN_005177,gene,no,GO:0031410
8441,FUN_005177,gene,no,GO:0032483
8442,FUN_005177,gene,no,GO:0032593
8443,FUN_005177,gene,no,GO:0032869
8444,FUN_005177,gene,no,GO:0043231
8445,FUN_005177,gene,no,GO:0072659
8446,FUN_005185,gene,no,GO:0005044
8447,FUN_005185,gene,no,GO:0005576
8448,FUN_005185,gene,no,GO:0009897
8449,FUN_005339,gene,no,GO:0001055
8450,FUN_005339,gene,no,GO:0003677
8451,FUN_005339,gene,no,GO:0005665
8452,FUN_005339,gene,no,GO:0046983
8453,FUN_002555,gene,no,GO:0002218
8454,FUN_002555,gene,no,GO:0003723
8455,FUN_002555,gene,no,GO:0004386
8456,FUN_002555,gene,no,GO:0005741
8457,FUN_002555,gene,no,GO:0008270
8458,FUN_002555,gene,no,GO:0010494
8459,FUN_002555,gene,no,GO:0031048
8460,FUN_002555,gene,no,GO:0031380
8461,FUN_002555,gene,no,GO:0042742
8462,FUN_002555,gene,no,GO:0045071
8463,FUN_002555,gene,no,GO:0045087
8464,FUN_002555,gene,no,GO:0051607
8465,FUN_005467,gene,no,GO:0004714
8466,FUN_005467,gene,no,GO:0005524
8467,FUN_005467,gene,no,GO:0007169
8468,FUN_005467,gene,no,GO:0016020
8469,FUN_005467,gene,no,GO:0043548
8470,FUN_005467,gene,no,GO:0043560
8471,FUN_005467,gene,no,GO:0046777
8472,FUN_005467,gene,no,GO:0046872
8473,FUN_005479,gene,no,GO:0000281
8474,FUN_005479,gene,no,GO:0001570
8475,FUN_005479,gene,no,GO:0001726
8476,FUN_005479,gene,no,GO:0001784
8477,FUN_005479,gene,no,GO:0001934
8478,FUN_005479,gene,no,GO:0001953
8479,FUN_005479,gene,no,GO:0005096
8480,FUN_005479,gene,no,GO:0005102
8481,FUN_005479,gene,no,GO:0005161
8482,FUN_005479,gene,no,GO:0005829
8483,FUN_005479,gene,no,GO:0005886
8484,FUN_005479,gene,no,GO:0007155
8485,FUN_005479,gene,no,GO:0007162
8486,FUN_005479,gene,no,GO:0007165
8487,FUN_005479,gene,no,GO:0009410
8488,FUN_005479,gene,no,GO:0016020
8489,FUN_005479,gene,no,GO:0030036
8490,FUN_005479,gene,no,GO:0030539
8491,FUN_005479,gene,no,GO:0030833
8492,FUN_005479,gene,no,GO:0030971
8493,FUN_005479,gene,no,GO:0031965
8494,FUN_005479,gene,no,GO:0032868
8495,FUN_005479,gene,no,GO:0036120
8496,FUN_005479,gene,no,GO:0043066
8497,FUN_005479,gene,no,GO:0043422
8498,FUN_005479,gene,no,GO:0043524
8499,FUN_005479,gene,no,GO:0043547
8500,FUN_005479,gene,no,GO:0044325
8501,FUN_005479,gene,no,GO:0044344
8502,FUN_005479,gene,no,GO:0044877
8503,FUN_005479,gene,no,GO:0046326
8504,FUN_005479,gene,no,GO:0048146
8505,FUN_005479,gene,no,GO:0048514
8506,FUN_005479,gene,no,GO:0050731
8507,FUN_005479,gene,no,GO:0051020
8508,FUN_005479,gene,no,GO:0071364
8509,FUN_005479,gene,no,GO:0090630
8510,FUN_005479,gene,no,GO:1990782
8511,FUN_002580,gene,no,
8512,FUN_002821,gene,no,GO:0005576
8513,FUN_006437,gene,no,GO:0004252
8514,FUN_006437,gene,no,GO:0006508
8515,FUN_006743,gene,no,GO:0004252
8516,FUN_006743,gene,no,GO:0006508
8517,FUN_006743,gene,no,GO:0031966
8518,FUN_006790,gene,no,GO:0000165
8519,FUN_006790,gene,no,GO:0001501
8520,FUN_006790,gene,no,GO:0001958
8521,FUN_006790,gene,no,GO:0002062
8522,FUN_006790,gene,no,GO:0003416
8523,FUN_006790,gene,no,GO:0004713
8524,FUN_006790,gene,no,GO:0004714
8525,FUN_006790,gene,no,GO:0005007
8526,FUN_006790,gene,no,GO:0005524
8527,FUN_006790,gene,no,GO:0005576
8528,FUN_006790,gene,no,GO:0005634
8529,FUN_006790,gene,no,GO:0005783
8530,FUN_006790,gene,no,GO:0005794
8531,FUN_006790,gene,no,GO:0005886
8532,FUN_006790,gene,no,GO:0007169
8533,FUN_006790,gene,no,GO:0007267
8534,FUN_006790,gene,no,GO:0008284
8535,FUN_006790,gene,no,GO:0008543
8536,FUN_006790,gene,no,GO:0009986
8537,FUN_006790,gene,no,GO:0010518
8538,FUN_006790,gene,no,GO:0017134
8539,FUN_006790,gene,no,GO:0018108
8540,FUN_006790,gene,no,GO:0030133
8541,FUN_006790,gene,no,GO:0030282
8542,FUN_006790,gene,no,GO:0033674
8543,FUN_006790,gene,no,GO:0035988
8544,FUN_006790,gene,no,GO:0042531
8545,FUN_006790,gene,no,GO:0042802
8546,FUN_006790,gene,no,GO:0043235
8547,FUN_006790,gene,no,GO:0043410
8548,FUN_006790,gene,no,GO:0043552
8549,FUN_006790,gene,no,GO:0046777
8550,FUN_006790,gene,no,GO:0048640
8551,FUN_006790,gene,no,GO:0060349
8552,FUN_006790,gene,no,GO:0070374
8553,FUN_006790,gene,no,GO:0070977
8554,FUN_006790,gene,no,GO:1902178
8555,FUN_007079,gene,no,GO:0005783
8556,FUN_007079,gene,no,GO:0005789
8557,FUN_007079,gene,no,GO:0005886
8558,FUN_007079,gene,no,GO:0016020
8559,FUN_007079,gene,no,GO:0097225
8560,FUN_007172,gene,no,GO:0005506
8561,FUN_007172,gene,no,GO:0005737
8562,FUN_007172,gene,no,GO:0006633
8563,FUN_007172,gene,no,GO:0009978
8564,FUN_007172,gene,no,GO:0016020
8565,FUN_007172,gene,no,GO:0019369
8566,FUN_007172,gene,no,GO:0020037
8567,FUN_007172,gene,no,GO:0031408
8568,FUN_007172,gene,no,GO:0034440
8569,FUN_007172,gene,no,GO:0047677
8570,FUN_005725,gene,no,GO:0005634
8571,FUN_005725,gene,no,GO:0006355
8572,FUN_005725,gene,no,GO:0046872
8573,FUN_005725,gene,no,GO:0046983
8574,FUN_005753,gene,no,GO:0000028
8575,FUN_005753,gene,no,GO:0000462
8576,FUN_005753,gene,no,GO:0032040
8577,FUN_005753,gene,no,GO:0034388
8578,FUN_005808,gene,no,GO:0004197
8579,FUN_005808,gene,no,GO:0004843
8580,FUN_005808,gene,no,GO:0005634
8581,FUN_005808,gene,no,GO:0005737
8582,FUN_005808,gene,no,GO:0006511
8583,FUN_005808,gene,no,GO:0007179
8584,FUN_005808,gene,no,GO:0016579
8585,FUN_005808,gene,no,GO:0030509
8586,FUN_005808,gene,no,GO:0035520
8587,FUN_005808,gene,no,GO:0035616
8588,FUN_005808,gene,no,GO:0060389
8589,FUN_005815,gene,no,GO:0000423
8590,FUN_005815,gene,no,GO:0005543
8591,FUN_005815,gene,no,GO:0006886
8592,FUN_005815,gene,no,GO:0019904
8593,FUN_005815,gene,no,GO:0032588
8594,FUN_005815,gene,no,GO:0034315
8595,FUN_005815,gene,no,GO:0034497
8596,FUN_005856,gene,no,GO:0004842
8597,FUN_005856,gene,no,GO:0005737
8598,FUN_005856,gene,no,GO:0006511
8599,FUN_005856,gene,no,GO:0019005
8600,FUN_005856,gene,no,GO:0031146
8601,FUN_006135,gene,no,GO:0004252
8602,FUN_006135,gene,no,GO:0005576
8603,FUN_006135,gene,no,GO:0006508
8604,FUN_006140,gene,yes,GO:0004252
8605,FUN_006140,gene,yes,GO:0005576
8606,FUN_006140,gene,yes,GO:0006508
8607,FUN_008325,gene,no,GO:0005509
8608,FUN_008325,gene,no,GO:0007160
8609,FUN_008325,gene,no,GO:0016020
8610,FUN_008338,gene,no,GO:0004252
8611,FUN_008338,gene,no,GO:0005576
8612,FUN_008338,gene,no,GO:0006508
8613,FUN_008414,gene,no,GO:0002291
8614,FUN_008414,gene,no,GO:0002605
8615,FUN_008414,gene,no,GO:0002617
8616,FUN_008414,gene,no,GO:0005102
8617,FUN_008414,gene,no,GO:0005615
8618,FUN_008414,gene,no,GO:0019835
8619,FUN_008414,gene,no,GO:0043381
8620,FUN_008414,gene,no,GO:0050687
8621,FUN_008414,gene,no,GO:0062023
8622,FUN_008427,gene,no,GO:0003863
8623,FUN_008427,gene,no,GO:0005947
8624,FUN_008427,gene,no,GO:0006633
8625,FUN_008427,gene,no,GO:0009083
8626,FUN_008427,gene,no,GO:0046872
8627,FUN_008456,gene,no,GO:0005262
8628,FUN_008456,gene,no,GO:0005509
8629,FUN_008456,gene,no,GO:0016020
8630,FUN_008456,gene,no,GO:0030246
8631,FUN_008456,gene,no,GO:0050982
8632,FUN_008616,gene,no,GO:0005737
8633,FUN_008616,gene,no,GO:0007528
8634,FUN_008616,gene,no,GO:0016567
8635,FUN_008616,gene,no,GO:0045202
8636,FUN_008616,gene,no,GO:0046872
8637,FUN_008616,gene,no,GO:0061630
8638,FUN_007823,gene,no,GO:0003714
8639,FUN_007823,gene,no,GO:0004672
8640,FUN_007823,gene,no,GO:0004674
8641,FUN_007823,gene,no,GO:0004706
8642,FUN_007823,gene,no,GO:0005524
8643,FUN_007823,gene,no,GO:0005737
8644,FUN_007823,gene,no,GO:0006468
8645,FUN_007823,gene,no,GO:0007224
8646,FUN_007823,gene,no,GO:0008219
8647,FUN_007823,gene,no,GO:0018105
8648,FUN_007823,gene,no,GO:0018107
8649,FUN_007823,gene,no,GO:0043065
8650,FUN_007823,gene,no,GO:0043425
8651,FUN_007823,gene,no,GO:0043433
8652,FUN_007823,gene,no,GO:0043507
8653,FUN_007823,gene,no,GO:0045892
8654,FUN_007823,gene,no,GO:0046330
8655,FUN_007823,gene,no,GO:0106310
8656,FUN_008006,gene,no,GO:0005524
8657,FUN_008006,gene,no,GO:0009698
8658,FUN_008006,gene,no,GO:0016207
8659,FUN_008079,gene,no,GO:0005542
8660,FUN_008079,gene,no,GO:0005829
8661,FUN_008079,gene,no,GO:0006479
8662,FUN_008079,gene,no,GO:0006555
8663,FUN_008079,gene,no,GO:0008168
8664,FUN_008079,gene,no,GO:0008270
8665,FUN_008079,gene,no,GO:0008705
8666,FUN_008079,gene,no,GO:0009086
8667,FUN_008079,gene,no,GO:0009235
8668,FUN_008079,gene,no,GO:0016597
8669,FUN_008079,gene,no,GO:0031103
8670,FUN_008079,gene,no,GO:0031419
8671,FUN_008079,gene,no,GO:0046653
8672,FUN_008079,gene,no,GO:0048678
8673,FUN_008079,gene,no,GO:0050667
8674,FUN_008079,gene,no,GO:0071732
8675,FUN_008237,gene,no,GO:0004736
8676,FUN_008237,gene,no,GO:0005524
8677,FUN_008237,gene,no,GO:0005737
8678,FUN_008237,gene,no,GO:0005739
8679,FUN_008237,gene,no,GO:0005743
8680,FUN_008237,gene,no,GO:0005759
8681,FUN_008237,gene,no,GO:0006090
8682,FUN_008237,gene,no,GO:0006094
8683,FUN_008237,gene,no,GO:0006629
8684,FUN_008237,gene,no,GO:0006734
8685,FUN_008237,gene,no,GO:0006739
8686,FUN_008237,gene,no,GO:0010629
8687,FUN_008237,gene,no,GO:0019074
8688,FUN_008237,gene,no,GO:0019076
8689,FUN_008237,gene,no,GO:0042802
8690,FUN_008237,gene,no,GO:0044794
8691,FUN_008237,gene,no,GO:0046872
8692,FUN_008989,gene,no,GO:0000398
8693,FUN_008989,gene,no,GO:0003729
8694,FUN_008989,gene,no,GO:0005684
8695,FUN_008989,gene,no,GO:0005686
8696,FUN_008989,gene,no,GO:0005689
8697,FUN_008989,gene,no,GO:0071011
8698,FUN_008989,gene,no,GO:0071013
8699,FUN_009842,gene,no,GO:0001666
8700,FUN_009842,gene,no,GO:0005353
8701,FUN_009842,gene,no,GO:0005354
8702,FUN_009842,gene,no,GO:0005355
8703,FUN_009842,gene,no,GO:0005536
8704,FUN_009842,gene,no,GO:0005886
8705,FUN_009842,gene,no,GO:0006006
8706,FUN_009842,gene,no,GO:0007141
8707,FUN_009842,gene,no,GO:0008021
8708,FUN_009842,gene,no,GO:0008286
8709,FUN_009842,gene,no,GO:0015284
8710,FUN_009842,gene,no,GO:0015755
8711,FUN_009842,gene,no,GO:0015757
8712,FUN_009842,gene,no,GO:0016020
8713,FUN_009842,gene,no,GO:0022857
8714,FUN_009842,gene,no,GO:0030659
8715,FUN_009842,gene,no,GO:0033300
8716,FUN_009842,gene,no,GO:0055085
8717,FUN_009842,gene,no,GO:0070837
8718,FUN_009842,gene,no,GO:1904659
8719,FUN_009316,gene,no,GO:0000922
8720,FUN_009316,gene,no,GO:0001822
8721,FUN_009316,gene,no,GO:0002251
8722,FUN_009316,gene,no,GO:0003091
8723,FUN_009316,gene,no,GO:0003094
8724,FUN_009316,gene,no,GO:0005201
8725,FUN_009316,gene,no,GO:0005509
8726,FUN_009316,gene,no,GO:0005615
8727,FUN_009316,gene,no,GO:0005783
8728,FUN_009316,gene,no,GO:0005794
8729,FUN_009316,gene,no,GO:0005886
8730,FUN_009316,gene,no,GO:0005929
8731,FUN_009316,gene,no,GO:0006468
8732,FUN_009316,gene,no,GO:0006629
8733,FUN_009316,gene,no,GO:0006874
8734,FUN_009316,gene,no,GO:0006883
8735,FUN_009316,gene,no,GO:0006914
8736,FUN_009316,gene,no,GO:0006915
8737,FUN_009316,gene,no,GO:0006954
8738,FUN_009316,gene,no,GO:0006986
8739,FUN_009316,gene,no,GO:0007029
8740,FUN_009316,gene,no,GO:0007157
8741,FUN_009316,gene,no,GO:0007159
8742,FUN_009316,gene,no,GO:0008217
8743,FUN_009316,gene,no,GO:0008380
8744,FUN_009316,gene,no,GO:0009410
8745,FUN_009316,gene,no,GO:0009414
8746,FUN_009316,gene,no,GO:0009986
8747,FUN_009316,gene,no,GO:0010467
8748,FUN_009316,gene,no,GO:0015747
8749,FUN_009316,gene,no,GO:0016020
8750,FUN_009316,gene,no,GO:0016323
8751,FUN_009316,gene,no,GO:0016324
8752,FUN_009316,gene,no,GO:0018107
8753,FUN_009316,gene,no,GO:0019864
8754,FUN_009316,gene,no,GO:0030104
8755,FUN_009316,gene,no,GO:0030433
8756,FUN_009316,gene,no,GO:0030643
8757,FUN_009316,gene,no,GO:0030644
8758,FUN_009316,gene,no,GO:0031410
8759,FUN_009316,gene,no,GO:0032496
8760,FUN_009316,gene,no,GO:0033209
8761,FUN_009316,gene,no,GO:0033555
8762,FUN_009316,gene,no,GO:0034620
8763,FUN_009316,gene,no,GO:0034976
8764,FUN_009316,gene,no,GO:0035809
8765,FUN_009316,gene,no,GO:0044861
8766,FUN_009316,gene,no,GO:0045121
8767,FUN_009316,gene,no,GO:0045177
8768,FUN_009316,gene,no,GO:0046720
8769,FUN_009316,gene,no,GO:0048871
8770,FUN_009316,gene,no,GO:0048878
8771,FUN_009316,gene,no,GO:0050801
8772,FUN_009316,gene,no,GO:0050829
8773,FUN_009316,gene,no,GO:0051223
8774,FUN_009316,gene,no,GO:0055062
8775,FUN_009316,gene,no,GO:0055064
8776,FUN_009316,gene,no,GO:0055074
8777,FUN_009316,gene,no,GO:0055075
8778,FUN_009316,gene,no,GO:0055078
8779,FUN_009316,gene,no,GO:0060073
8780,FUN_009316,gene,no,GO:0060170
8781,FUN_009316,gene,no,GO:0061077
8782,FUN_009316,gene,no,GO:0070294
8783,FUN_009316,gene,no,GO:0071918
8784,FUN_009316,gene,no,GO:0072044
8785,FUN_009316,gene,no,GO:0072051
8786,FUN_009316,gene,no,GO:0072070
8787,FUN_009316,gene,no,GO:0072218
8788,FUN_009316,gene,no,GO:0072221
8789,FUN_009316,gene,no,GO:0072233
8790,FUN_009316,gene,no,GO:0072665
8791,FUN_009316,gene,no,GO:0097190
8792,FUN_009316,gene,no,GO:0097273
8793,FUN_009316,gene,no,GO:0097709
8794,FUN_009316,gene,no,GO:0097744
8795,FUN_009316,gene,no,GO:0140367
8796,FUN_009316,gene,no,GO:1990266
8797,FUN_009532,gene,no,GO:0004591
8798,FUN_009532,gene,no,GO:0005739
8799,FUN_009532,gene,no,GO:0005759
8800,FUN_009532,gene,no,GO:0006096
8801,FUN_009532,gene,no,GO:0006099
8802,FUN_009532,gene,no,GO:0006103
8803,FUN_009532,gene,no,GO:0030976
8804,FUN_009532,gene,no,GO:0045252
8805,FUN_009532,gene,no,GO:0046872
8806,FUN_009617,gene,no,GO:0000922
8807,FUN_009617,gene,no,GO:0005737
8808,FUN_009617,gene,no,GO:0005815
8809,FUN_009617,gene,no,GO:0007049
8810,FUN_009617,gene,no,GO:0007346
8811,FUN_009617,gene,no,GO:0019900
8812,FUN_009617,gene,no,GO:0030496
8813,FUN_009617,gene,no,GO:0051301
8814,FUN_009631,gene,no,GO:0000922
8815,FUN_009631,gene,no,GO:0005737
8816,FUN_009631,gene,no,GO:0005815
8817,FUN_009631,gene,no,GO:0007049
8818,FUN_009631,gene,no,GO:0007346
8819,FUN_009631,gene,no,GO:0019900
8820,FUN_009631,gene,no,GO:0030496
8821,FUN_009631,gene,no,GO:0051301
8822,FUN_010702,gene,no,GO:0005815
8823,FUN_010702,gene,no,GO:0005879
8824,FUN_010702,gene,no,GO:0015630
8825,FUN_010702,gene,no,GO:0030317
8826,FUN_010702,gene,no,GO:0031514
8827,FUN_010702,gene,no,GO:0036159
8828,FUN_010702,gene,no,GO:0060271
8829,FUN_010702,gene,no,GO:0060294
8830,FUN_010733,gene,no,GO:0001732
8831,FUN_010733,gene,no,GO:0003743
8832,FUN_010733,gene,no,GO:0005852
8833,FUN_010733,gene,no,GO:0008237
8834,FUN_010733,gene,no,GO:0016282
8835,FUN_010733,gene,no,GO:0033290
8836,FUN_010733,gene,no,GO:0042788
8837,FUN_010763,gene,no,GO:0000139
8838,FUN_010763,gene,no,GO:0001881
8839,FUN_010763,gene,no,GO:0005085
8840,FUN_010763,gene,no,GO:0005737
8841,FUN_010763,gene,no,GO:0005802
8842,FUN_010763,gene,no,GO:0005815
8843,FUN_010763,gene,no,GO:0005829
8844,FUN_010763,gene,no,GO:0005879
8845,FUN_010763,gene,no,GO:0006887
8846,FUN_010763,gene,no,GO:0006893
8847,FUN_010763,gene,no,GO:0007032
8848,FUN_010763,gene,no,GO:0010256
8849,FUN_010763,gene,no,GO:0015031
8850,FUN_010763,gene,no,GO:0016020
8851,FUN_010763,gene,no,GO:0017022
8852,FUN_010763,gene,no,GO:0031410
8853,FUN_010763,gene,no,GO:0032012
8854,FUN_010763,gene,no,GO:0032279
8855,FUN_010763,gene,no,GO:0032280
8856,FUN_010763,gene,no,GO:0032760
8857,FUN_010763,gene,no,GO:0034237
8858,FUN_010763,gene,no,GO:0035556
8859,FUN_010763,gene,no,GO:0043197
8860,FUN_010763,gene,no,GO:0048471
8861,FUN_010763,gene,no,GO:0050811
8862,FUN_010763,gene,no,GO:0055037
8863,FUN_010763,gene,no,GO:0098793
8864,FUN_010763,gene,no,GO:0098794
8865,FUN_010763,gene,no,GO:0098978
8866,FUN_010763,gene,no,GO:0098982
8867,FUN_010789,gene,no,GO:0004601
8868,FUN_010789,gene,no,GO:0005576
8869,FUN_010789,gene,no,GO:0006979
8870,FUN_010789,gene,no,GO:0020037
8871,FUN_012771,gene,no,GO:0001922
8872,FUN_012771,gene,no,GO:0002020
8873,FUN_012771,gene,no,GO:0002237
8874,FUN_012771,gene,no,GO:0002634
8875,FUN_012771,gene,no,GO:0002677
8876,FUN_012771,gene,no,GO:0003677
8877,FUN_012771,gene,no,GO:0004842
8878,FUN_012771,gene,no,GO:0004843
8879,FUN_012771,gene,no,GO:0005634
8880,FUN_012771,gene,no,GO:0005737
8881,FUN_012771,gene,no,GO:0005764
8882,FUN_012771,gene,no,GO:0005829
8883,FUN_012771,gene,no,GO:0006915
8884,FUN_012771,gene,no,GO:0006954
8885,FUN_012771,gene,no,GO:0007010
8886,FUN_012771,gene,no,GO:0008022
8887,FUN_012771,gene,no,GO:0008270
8888,FUN_012771,gene,no,GO:0010803
8889,FUN_012771,gene,no,GO:0016477
8890,FUN_012771,gene,no,GO:0016579
8891,FUN_012771,gene,no,GO:0019900
8892,FUN_012771,gene,no,GO:0030177
8893,FUN_012771,gene,no,GO:0031397
8894,FUN_012771,gene,no,GO:0032088
8895,FUN_012771,gene,no,GO:0032495
8896,FUN_012771,gene,no,GO:0032691
8897,FUN_012771,gene,no,GO:0032703
8898,FUN_012771,gene,no,GO:0032715
8899,FUN_012771,gene,no,GO:0032720
8900,FUN_012771,gene,no,GO:0034136
8901,FUN_012771,gene,no,GO:0034140
8902,FUN_012771,gene,no,GO:0034144
8903,FUN_012771,gene,no,GO:0034148
8904,FUN_012771,gene,no,GO:0035523
8905,FUN_012771,gene,no,GO:0035871
8906,FUN_012771,gene,no,GO:0042802
8907,FUN_012771,gene,no,GO:0043124
8908,FUN_012771,gene,no,GO:0043130
8909,FUN_012771,gene,no,GO:0043621
8910,FUN_012771,gene,no,GO:0045732
8911,FUN_012771,gene,no,GO:0045736
8912,FUN_012771,gene,no,GO:0045779
8913,FUN_012771,gene,no,GO:0045824
8914,FUN_012771,gene,no,GO:0048662
8915,FUN_012771,gene,no,GO:0050691
8916,FUN_012771,gene,no,GO:0050728
8917,FUN_012771,gene,no,GO:0050869
8918,FUN_012771,gene,no,GO:0061043
8919,FUN_012771,gene,no,GO:0061578
